                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.4098,                 2.1991,                 1.2628,                0.81776,                0.77129,                0.85783,                0.49078,                 1.3769,                0.86203,                 1.2893,               0.070484,              0.0032796,              0.0032796
                      1,                 1.2995,                 1.1067,                  1.132,                0.84807,                0.73438,                0.83492,                0.45675,                 1.5195,                0.98259,                 1.2893,               0.040451,              0.0065802,              0.0065802
